nofinessej;rsej;activite;libactivite;modalite;libmodalite;forme;libforme;noautor;dateautor;nofinesset;rset;noligautor;noligautoranc;noautorarhgos;noimplarhgos;sectpsy;libsectpsy;datemeo;datefin
540000080;CENTRE HOSPITALIER DE LUNEVILLE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442604410;2010-07-28;540000155;CENTRE HOSPITALIER DE LUNEVILLE;4410;;44-41-37156;44-41-37156;;;2010-08-05;2028-02-04
540000080;CENTRE HOSPITALIER DE LUNEVILLE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604411;2010-07-28;540000155;CENTRE HOSPITALIER DE LUNEVILLE;4411;;44-41-37157;44-41-37157;;;2010-08-05;2028-02-04
540000080;CENTRE HOSPITALIER DE LUNEVILLE;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442604412;2010-07-28;540000155;CENTRE HOSPITALIER DE LUNEVILLE;4412;;44-41-37158;44-41-37158;;;2010-08-05;2028-02-04
540023264;CHRU DE NANCY;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442605997;2009-07-15;540000163;CHRU NANCY - CENTRE EMILE GALLE;5997;;44-41-48845;44-41-48845;;;2011-07-04;2027-01-29
540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442609080;2007-02-20;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;9080;;44-41-41532;44-41-41532;;;2009-03-31;2027-09-30
540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442610116;2023-05-31;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;10116;;44-41-77608;44-41-77608;;;;
540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442604405;2007-02-20;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;4405;;44-41-37078;44-41-37078;;;2009-03-31;2027-09-30
540000114;CENTRE HOSPITALIER ST NICOLAS DE PORT;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442606309;2023-05-31;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;6309;;44-41-77610;44-41-77610;;;2023-11-01;2030-10-31
540000114;CENTRE HOSPITALIER ST NICOLAS DE PORT;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442610118;2023-05-31;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;10118;;44-41-77611;44-41-77611;;;;
540003928;SAS SOCIETE NOUVELLE CLQ JEANNE D'ARC;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604852;2009-07-15;540000361;CLINIQUE JEANNE D'ARC;4852;;44-41-40896;44-41-40896;;;2009-07-15;2023-01-30
540003928;SAS SOCIETE NOUVELLE CLQ JEANNE D'ARC;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442609341;2009-07-15;540000361;CLINIQUE JEANNE D'ARC;9341;;44-41-48844;44-41-48844;;;2009-07-15;2023-01-30
540000122;ASSOC LES MAISONS HOSPITALIERES (ALMH);01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442604424;2004-01-20;540000395;LES MAISONS  HOSPITALI. SITE NANCY;4424;;44-41-37162;44-41-37162;;;2005-01-03;2029-02-01
540000122;ASSOC LES MAISONS HOSPITALIERES (ALMH);01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604425;2001-01-16;540000395;LES MAISONS  HOSPITALI. SITE NANCY;4425;;44-41-37163;44-41-37163;;;2001-01-16;2029-02-01
540000908;SA CLINIQUE SAINT-ANDRE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442608803;2001-01-16;540000452;CLINIQUE SAINT ANDRE;8803;;44-41-37267;44-41-37267;;;2001-01-16;2029-02-01
540000908;SA CLINIQUE SAINT-ANDRE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442602019;2021-04-29;540000452;CLINIQUE SAINT ANDRE;2019;;44-41-74793;44-41-74793;;;2022-10-03;2029-10-02
540027547;CLINIQUE LOUIS PASTEUR;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604881;2009-07-15;540000478;CLINIQUE LOUIS PASTEUR;4881;;44-41-40938;44-41-40938;;;2011-06-24;2027-01-29
540027547;CLINIQUE LOUIS PASTEUR;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;442605937;2009-07-15;540000478;CLINIQUE LOUIS PASTEUR;5937;;44-41-48340;44-41-48340;;;2011-06-24;2027-01-29
540027547;CLINIQUE LOUIS PASTEUR;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;40;Hémodialyse en centre pour adultes;00;Pas de forme;442609057;2006-05-29;540000478;CLINIQUE LOUIS PASTEUR;9057;;44-41-37298;44-41-37298;;;2009-06-03;2026-12-02
540027547;CLINIQUE LOUIS PASTEUR;18;Traitement du cancer;92;Chirurgie des cancers : urologie;00;Pas de forme;442609079;2009-07-15;540000478;CLINIQUE LOUIS PASTEUR;9079;;44-41-40939;44-41-40939;;;2011-06-24;2027-01-29
540027547;CLINIQUE LOUIS PASTEUR;18;Traitement du cancer;95;Chirurgie des cancers : ORL et maxillo-faciale;00;Pas de forme;442609081;2010-06-21;540000478;CLINIQUE LOUIS PASTEUR;9081;;44-41-40936;44-41-40936;;;2011-01-10;2027-01-29
540027547;CLINIQUE LOUIS PASTEUR;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442609343;2009-07-15;540000478;CLINIQUE LOUIS PASTEUR;9343;;44-41-48842;44-41-48842;;;2011-06-24;2027-01-29
540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;442608807;2006-05-29;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;8807;;44-41-37193;44-41-37193;;;2009-10-01;2026-11-10
540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;45;Hémodialyse à domicile;00;Pas de forme;442608809;2006-05-29;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;8809;;44-41-37196;44-41-37196;;;2009-10-01;2026-11-10
540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;46;Dialyse péritonéale à domicile;00;Pas de forme;442604419;2006-05-29;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;4419;;44-41-37197;44-41-37197;;;2009-10-01;2026-11-10
540000767;CENTRE HOSPITALIER DE BRIEY;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442604986;2007-02-20;540001070;CH DE BRIEY - HOPITAL MAILLOT;4986;;44-41-41456;44-41-41456;;;2009-03-12;2026-09-11
540000767;CENTRE HOSPITALIER DE BRIEY;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442605996;2009-07-15;540001070;CH DE BRIEY - HOPITAL MAILLOT;5996;;44-41-48838;44-41-48838;;;2009-07-31;2027-01-29
540000767;CENTRE HOSPITALIER DE BRIEY;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442606107;2009-07-15;540001070;CH DE BRIEY - HOPITAL MAILLOT;6107;;44-41-50567;44-41-50567;;;2009-07-30;2027-01-29
540000767;CENTRE HOSPITALIER DE BRIEY;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442604416;2007-02-20;540001070;CH DE BRIEY - HOPITAL MAILLOT;4416;;44-41-37173;44-41-37173;;;2009-03-12;2026-09-11
570010181;ASSOCIATION GROUPE SOS SANTE;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);442604498;2001-01-16;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);4498;;44-41-37316;44-41-37316;;;2001-01-16;2027-04-10
570010181;ASSOCIATION GROUPE SOS SANTE;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442604987;2007-02-20;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);4987;;44-41-41457;44-41-41457;;;2009-05-20;2026-11-19
570010181;ASSOCIATION GROUPE SOS SANTE;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;442606274;2014-12-16;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);6274;;44-41-52601;44-41-52601;;;2014-12-17;2023-06-17
570010181;ASSOCIATION GROUPE SOS SANTE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;442610034;2023-06-06;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);10034;;44-41-77666;44-41-77666;;;2024-05-01;2031-04-30
570010181;ASSOCIATION GROUPE SOS SANTE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442604423;2007-04-17;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);4423;;44-41-37244;44-41-37244;;;2007-04-17;2022-10-16
570010181;ASSOCIATION GROUPE SOS SANTE;01;Médecine;00;Pas de modalité;05;Hospitalisation à domicile (au domicile du patient);442604433;2006-03-21;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);4433;;44-41-37239;44-41-37239;;;2008-10-22;2026-04-21
570010181;ASSOCIATION GROUPE SOS SANTE;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442604452;2007-02-20;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);4452;;44-41-37315;44-41-37315;;;2009-05-20;2026-11-19
540023264;CHRU DE NANCY;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604859;2009-07-15;540001138;CHRU NANCY - HOPITAL CENTRAL;4859;;44-41-40920;44-41-40920;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;18;Traitement du cancer;93;Chirurgie des cancers : thorax;00;Pas de forme;442604860;2009-07-15;540001138;CHRU NANCY - HOPITAL CENTRAL;4860;;44-41-40922;44-41-40922;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;12;Neurochirurgie;88;Radiochirurgie intracrânienne et extracrânienne en conditions stéréotaxiques;00;Pas de forme;442604923;2009-12-15;540001138;CHRU NANCY - HOPITAL CENTRAL;4923;;44-41-41120;44-41-41120;;;2010-09-23;2027-07-21
540023264;CHRU DE NANCY;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442605008;2007-02-20;540001138;CHRU NANCY - HOPITAL CENTRAL;5008;;44-41-41519;44-41-41519;;;2009-03-30;2026-09-29
540023264;CHRU DE NANCY;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442605079;2007-02-20;540001138;CHRU NANCY - HOPITAL CENTRAL;5079;;44-41-37281;44-41-37281;;;2009-03-30;2026-09-29
540023264;CHRU DE NANCY;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;442605929;2009-07-15;540001138;CHRU NANCY - HOPITAL CENTRAL;5929;;44-41-48336;44-41-48336;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442606010;2009-07-15;540001138;CHRU NANCY - HOPITAL CENTRAL;6010;;44-41-48923;44-41-48923;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;12;Neurochirurgie;00;Pas de modalité;15;Forme non précisée;442607401;2009-12-15;540001138;CHRU NANCY - HOPITAL CENTRAL;7401;;44-41-67097;44-41-67097;;;2010-09-23;2027-07-22
540023264;CHRU DE NANCY;13;Activités interventionnelles sous imagerie médicale, par voie endovasculaire, en neuroradiologie;99;Sans autre indication;00;Pas de forme;442608675;2009-12-15;540001138;CHRU NANCY - HOPITAL CENTRAL;8675;;44-41-59120;44-41-59120;;;2009-12-29;2027-06-28
540023264;CHRU DE NANCY;12;Neurochirurgie;87;Fonctionnelle cérébrale;00;Pas de forme;442608810;2009-12-15;540001138;CHRU NANCY - HOPITAL CENTRAL;8810;;44-41-37212;44-41-37212;;;2010-09-23;2027-07-21
540023264;CHRU DE NANCY;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442603060;1996-06-27;540001138;CHRU NANCY - HOPITAL CENTRAL;3060;;44-41-37207;44-41-37207;;;2009-01-02;2023-06-30
540023264;CHRU DE NANCY;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604436;2001-01-16;540001138;CHRU NANCY - HOPITAL CENTRAL;4436;;44-41-37208;44-41-37208;;;2009-01-02;2029-02-01
540023264;CHRU DE NANCY;14;Médecine d'urgence;22;SAMU Service d'aide médicale urgente;00;Pas de forme;442604443;2007-02-20;540001138;CHRU NANCY - HOPITAL CENTRAL;4443;;44-41-37280;44-41-37280;;;2009-03-30;2026-09-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;91;Chirurgie des cancers : sein;00;Pas de forme;442604845;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;4845;;44-41-40749;44-41-40749;;;2011-06-27;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;92;Chirurgie des cancers : urologie;00;Pas de forme;442604846;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;4846;;44-41-40757;44-41-40757;;;2009-07-15;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;94;Chirurgie des cancers : gynécologie;00;Pas de forme;442604847;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;4847;;44-41-40759;44-41-40759;;;2011-06-27;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;442608663;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;8663;;44-41-48339;44-41-48339;;;2011-06-27;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442608813;1995-01-30;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;8813;;44-41-37221;44-41-37221;;;1995-01-30;2029-02-01
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442609037;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;9037;;44-41-40754;44-41-40754;;;2011-06-27;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;95;Chirurgie des cancers : ORL et maxillo-faciale;00;Pas de forme;442609038;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;9038;;44-41-40762;44-41-40762;;;2011-06-27;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442609340;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;9340;;44-41-48841;44-41-48841;;;2009-07-15;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604437;2001-01-16;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;4437;;44-41-37222;44-41-37222;;;2001-01-16;2029-02-01
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;442604446;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;4446;;44-41-37295;44-41-37295;;;2011-06-27;2027-01-29
540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;18;Traitement du cancer;70;Curiethérapie;00;Pas de forme;442604447;2009-07-15;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;4447;;44-41-37297;44-41-37297;;;2011-06-27;2027-01-29
540023264;CHRU DE NANCY;17;AMP DPN;AL;DPN : Les examens de biochimie portant sur les marqueurs sériques maternels;00;Pas de forme;442604814;2008-12-16;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4814;;44-41-40587;44-41-40587;;;2009-11-27;2026-05-27
540023264;CHRU DE NANCY;18;Traitement du cancer;95;Chirurgie des cancers : ORL et maxillo-faciale;00;Pas de forme;442604861;2009-07-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4861;;44-41-40923;44-41-40923;;;2009-01-02;2027-01-30
540023264;CHRU DE NANCY;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604862;2009-07-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4862;;44-41-40925;44-41-40925;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;18;Traitement du cancer;92;Chirurgie des cancers : urologie;00;Pas de forme;442604863;2009-07-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4863;;44-41-40926;44-41-40926;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;17;AMP DPN;60;DPN : Les examens de cytogénétique, y compris les examens moléculaires appliqués à la cytogénétique;00;Pas de forme;442605086;2000-11-30;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;5086;;44-41-37289;44-41-37289;;;2009-01-02;2026-05-27
540023264;CHRU DE NANCY;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;442605930;2009-07-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;5930;;44-41-48337;44-41-48337;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442606369;2001-01-16;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;6369;;44-41-53301;44-41-53301;;;2009-01-02;2029-02-01
540023264;CHRU DE NANCY;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442606715;1996-06-27;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;6715;;44-41-53300;44-41-53300;;;2009-01-02;2023-06-30
540023264;CHRU DE NANCY;14;Médecine d'urgence;24;SUP Structure des urgences pédiatriques;14;Non saisonnier;442606845;2007-02-20;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;6845;;44-41-37282;44-41-37282;;;2010-09-21;2028-03-20
540023264;CHRU DE NANCY;13;Activités interventionnelles sous imagerie médicale, par voie endovasculaire, en neuroradiologie;99;Sans autre indication;00;Pas de forme;442606961;2014-12-23;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;6961;;44-41-59121;44-41-59121;;;2014-12-29;2027-06-28
540023264;CHRU DE NANCY;09;Traitement des grands brûlés;10;Pédiatrique;01;Hospitalisation complète (24 heures consécutives ou plus);442608811;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;8811;;44-41-37217;44-41-37217;;;2010-10-08;2027-06-28
540023264;CHRU DE NANCY;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;41;Hémodialyse en centre pour enfants;00;Pas de forme;442608812;2006-05-29;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;8812;;44-41-37278;44-41-37278;;;2009-07-10;2026-12-21
540023264;CHRU DE NANCY;17;AMP DPN;AN;DPN : Les examens de génétique moléculaire;00;Pas de forme;442609029;2000-11-30;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9029;;44-41-40527;44-41-40527;;;2009-01-02;2026-05-27
540023264;CHRU DE NANCY;12;Neurochirurgie;10;Pédiatrique;00;Pas de forme;442609054;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9054;;44-41-41121;44-41-41121;;;2010-09-23;2027-07-21
540023264;CHRU DE NANCY;80;Greffe de rein;09;Adulte (âge >=18 ans);00;Pas de forme;442609055;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9055;;44-41-41125;44-41-41125;;;2009-01-02;2027-06-28
540023264;CHRU DE NANCY;85;Greffe de coeur;09;Adulte (âge >=18 ans);00;Pas de forme;442609056;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9056;;44-41-41129;44-41-41129;;;2009-01-02;2027-06-28
540023264;CHRU DE NANCY;88;Greffe de cellules hématopoïétiques allogreffe;09;Adulte (âge >=18 ans);00;Pas de forme;442609115;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9115;;44-41-42343;44-41-42343;;;2009-01-02;2027-06-28
540023264;CHRU DE NANCY;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442609339;2009-07-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9339;;44-41-48840;44-41-48840;;;2009-01-02;2027-01-29
540023264;CHRU DE NANCY;17;AMP DPN;AP;DPN : Examens de génétique portant sur l'ADN foetal libre circulant dans le sang maternel;00;Pas de forme;442609634;2019-07-05;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;9634;;44-41-73054;44-41-73054;;;2020-06-22;2027-12-21
540023264;CHRU DE NANCY;80;Greffe de rein;10;Pédiatrique;00;Pas de forme;442610035;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;10035;;44-41-79459;44-41-79459;;;2009-01-02;2027-06-28
540023264;CHRU DE NANCY;88;Greffe de cellules hématopoïétiques allogreffe;10;Pédiatrique;00;Pas de forme;442610045;2009-12-15;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;10045;;44-41-79472;44-41-79472;;;2009-01-02;2027-06-28
540023264;CHRU DE NANCY;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;40;Hémodialyse en centre pour adultes;00;Pas de forme;442604442;2006-05-29;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4442;;44-41-37279;44-41-37279;;;2009-06-22;2026-12-21
540023264;CHRU DE NANCY;14;Médecine d'urgence;27;SMURP Structure mobile d'urg et de réa pédiatrique;14;Non saisonnier;442604444;2007-02-20;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4444;;44-41-37283;44-41-37283;;;2010-09-21;2028-03-20
540023264;CHRU DE NANCY;17;AMP DPN;62;DPN : Les examens en vue du diagnostic de maladies infectieuses;00;Pas de forme;442604445;2000-11-30;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;4445;;44-41-37291;44-41-37291;;;2009-01-02;2026-05-27
540019007;CENTRE HOSPITALIER 3H SANTE;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604438;2001-01-16;540005410;USLD CIREY/VEZOUZE CH 3H SANTE;4438;;44-41-18263;44-41-18263;;;2001-01-16;2029-02-01
